Date,Adj Close,RSI
2021-01-04,128.997803,
2021-01-05,130.592697,
2021-01-06,126.196747,
2021-01-07,130.502991,
2021-01-08,131.629379,
2021-01-11,128.569168,48.520283543824114
2021-01-12,128.38974,41.57132022790249
2021-01-13,130.473083,69.87955313383314
2021-01-14,128.499405,38.106526283597056
2021-01-15,126.735023,22.992311480291193
2021-01-19,127.422829,41.43069806299852
2021-01-20,131.609451,65.05124286275657
2021-01-21,136.434021,72.1809640175699
2021-01-22,138.627029,87.08017083287324
2021-01-25,142.464767,100.0
2021-01-26,142.70401,100.0
2021-01-27,141.607513,91.00572583703988
2021-01-28,136.653336,50.89002921352526
2021-01-29,131.539673,26.7495304539936
2021-02-01,133.712723,17.767980713918135
2021-02-02,134.560028,21.293060152451616
2021-02-03,133.513382,21.368156882698557
2021-02-04,136.952377,51.184822030452715
2021-02-05,136.528091,81.45170625710405
2021-02-08,136.677841,75.09841743211669
2021-02-09,135.779358,60.23243753104993
2021-02-10,135.160416,64.89058045123203
2021-02-11,134.900864,6.369594723636595
2021-02-12,135.140442,17.97198455434517
2021-02-16,132.964157,5.713979069079556
2021-02-17,130.618134,4.2475506969387595
2021-02-18,129.490051,3.895880671031037
2021-02-19,129.64978,6.600445179246847
2021-02-22,125.786346,1.6511925193160408
2021-02-23,125.646584,2.09150650298524
2021-02-24,125.137444,2.753878004492279
2021-02-25,120.784836,1.7699145442721118
2021-02-26,121.054382,2.950859872855588
2021-03-01,127.573311,57.57831752966611
2021-03-02,124.907837,47.41980079628675
2021-03-03,121.85302,40.26050901901589
2021-03-04,119.926292,47.02627426536287
2021-03-05,121.214104,50.516773911332905
2021-03-08,116.162689,9.207703053414065
2021-03-09,120.884666,37.46109223550152
2021-03-10,119.776558,42.63459099151249
2021-03-11,121.753189,56.45731783310594
2021-03-12,120.824768,48.5879863217431
2021-03-15,123.779747,82.5790522523472
2021-03-16,125.357071,76.16830123774453
2021-03-17,124.548447,78.93464196307067
2021-03-18,120.325615,43.19696192783575
2021-03-19,119.78653,44.86165479740157
2021-03-22,123.180771,47.15912551059529
2021-03-23,122.332214,34.58803369576853
2021-03-24,119.88636,29.642553134259074
2021-03-25,120.385513,50.38759449144484
2021-03-26,121.004463,57.80050738110779
2021-03-29,121.184158,28.26086530469327
2021-03-30,119.696686,24.80916147275427
2021-03-31,121.942871,70.43654370356093
2021-04-01,122.791428,72.3562353148447
2021-04-05,125.686516,80.57368965927506
2021-04-06,125.995987,80.89745264180685
2021-04-07,127.683121,100.0
2021-04-08,130.138947,100.0
2021-04-09,132.774475,100.0
2021-04-12,131.017456,80.1354056505286
2021-04-13,134.202042,85.00848926710745
2021-04-14,131.806122,66.58637516706048
2021-04-15,134.271927,66.6131810492571
2021-04-16,133.93251,55.708685230934044
2021-04-19,134.611343,69.82383371902944
2021-04-20,132.884293,41.338604776506
2021-04-21,133.273621,63.10165660405194
2021-04-22,131.716278,22.765720418987726
2021-04-23,134.092239,51.186955814172954
2021-04-26,134.491562,49.071321855076725
2021-04-27,134.162109,62.64811711902877
2021-04-28,133.353485,50.729924338805525
2021-04-29,133.253662,69.15416786272452
2021-04-30,131.237091,10.928995997037163
2021-05-03,132.315247,24.884579263343156
2021-05-04,127.633202,12.413688129222848
2021-05-05,127.88279,16.339085644514853
2021-05-06,129.520004,30.681795368877047
2021-05-07,130.210007,43.840210742321624
2021-05-10,126.849998,24.266307707824325
2021-05-11,125.910004,37.470945822538596
2021-05-12,122.769997,23.826793418438996
2021-05-13,124.970001,27.97678842154849
2021-05-14,127.449997,38.6138295265433
2021-05-17,126.269997,47.08249023314988
2021-05-18,124.849998,44.91360177719666
2021-05-19,124.690002,62.90326808015333
2021-05-20,127.309998,64.88550171902322
2021-05-21,125.43,36.088153852574706
2021-05-24,127.099998,55.354854143626305
2021-05-25,126.900002,65.69685316227432
2021-05-26,126.849998,66.82241971641089
2021-05-27,125.279999,31.098688173825124
2021-05-28,124.610001,40.14423094258514
2021-06-01,124.279999,0.0
2021-06-02,125.059998,22.941133564038864
2021-06-03,123.540001,16.0164230148079
2021-06-04,125.889999,55.3982358211354
2021-06-07,125.900002,62.925864313800574
2021-06-08,126.739998,72.3636557355619
2021-06-09,127.129997,70.2544210921621
2021-06-10,126.110001,77.8742349227503
2021-06-11,127.349998,70.8571822041827
2021-06-14,130.479996,84.59217285353769
2021-06-15,129.639999,71.90337382837745
2021-06-16,130.149994,72.40359508325153
2021-06-17,131.789993,88.58697557305126
2021-06-18,130.460007,70.8726136664886
2021-06-21,132.300003,64.77284884203215
2021-06-22,133.979996,81.0001158576558
2021-06-23,133.699997,76.21873824312134
2021-06-24,133.410004,64.94484191508883
2021-06-25,133.110001,80.18227401284403
2021-06-28,134.779999,79.38393634481267
2021-06-29,136.330002,78.72870780313741
2021-06-30,136.960007,86.7118077874742
2021-07-01,137.270004,93.27348438544752
2021-07-02,139.960007,100.0
2021-07-06,142.020004,100.0
2021-07-07,144.570007,100.0
2021-07-08,143.240005,85.12302346241081
2021-07-09,145.110001,87.33331549206515
2021-07-12,144.5,76.95958158664855
2021-07-13,145.639999,74.13329678222694
2021-07-14,149.149994,77.0685034845772
2021-07-15,148.479996,83.58973326757253
2021-07-16,146.389999,57.980047356667384
2021-07-19,142.449997,40.96914261870337
2021-07-20,146.149994,51.833196992463485
2021-07-21,145.399994,33.18384745319143
2021-07-22,146.800003,42.92932536644558
2021-07-23,148.559998,59.39393262495264
2021-07-26,148.990005,90.671651072984
2021-07-27,146.770004,54.72567733107812
2021-07-28,144.979996,47.236862534572325
2021-07-29,145.639999,41.545177604593675
2021-07-30,145.860001,24.62418851354161
